article_name,country,revision_id,article_quality,population
Datu Piang,Philippines,807190320,Start,107
Jestoni Alarcon,Philippines,807203695,Start,107
List of political families in the Philippines,Philippines,807272117,B,107
Phoebe Cabagnot,Philippines,807279518,C,107
Rajah Humabon,Philippines,807287083,Start,107
Manny Pacquiao,Philippines,807331234,B,107
Risa Hontiveros,Philippines,807348216,C,107
Lito Lapid,Philippines,807353749,C,107
Loren Legarda,Philippines,807358292,C,107
Sara Duterte,Philippines,807381933,C,107
Haber Amin Asarul,Philippines,807387980,Stub,107
Dagul,Philippines,807403634,Start,107
Paolo Duterte,Philippines,807462822,C,107
President of the Philippines,Philippines,807475001,B,107
Aga Muhlach,Philippines,807479087,C,107
List of German politicians,Germany,521986779,Stub,82.8
Walter Simon (philanthropist),Germany,662681733,Start,82.8
Wilhelm Wallbaum,Germany,678140107,Stub,82.8
Wilhelm von Wedell-Piesdorf,Germany,684525811,Stub,82.8
Hans Graf von Schwerin-Löwitz,Germany,684537777,Stub,82.8
Jochen Ott,Germany,686349441,Stub,82.8
Fritz Heckert,Germany,700669417,Stub,82.8
Veit Ludwig von Seckendorff,Germany,702964122,Start,82.8
Bruno Erhard Abegg,Germany,703401364,Stub,82.8
Fritz Theilen,Germany,703857757,Stub,82.8
Ferdinand von Hansemann,Germany,704529565,Stub,82.8
Heinrich von Tiedemann,Germany,704530012,Stub,82.8
Karl Zell,Germany,704816808,Start,82.8
Max Maurenbrecher,Germany,705228603,Start,82.8
Georg Bernhard Bilfinger,Germany,705383874,Start,82.8
Rudi Mittig,Germany,705842209,Stub,82.8
Otto Schmirgal,Germany,706339506,Start,82.8
Ralf Wieland,Germany,706972267,Start,82.8
Gunter Pleuger,Germany,707213195,Stub,82.8
Rudolf Buttmann,Germany,707799342,Stub,82.8
August Reinsdorf,Germany,708079302,Stub,82.8
Hans von der Groeben,Germany,708158531,Start,82.8
Karl Rudolf Friedenthal,Germany,708410373,Start,82.8
Fritz Walter (politician),Germany,708568482,Stub,82.8
George Philipp Ludolf von Beckedorff,Germany,708570606,Stub,82.8
Benedict Waldeck,Germany,708890424,Stub,82.8
Ernst Maria Lieber,Germany,709601318,Start,82.8
Burghard Freiherr von Schorlemer-Alst,Germany,709606379,Stub,82.8
Moriz Lieber,Germany,709851246,Start,82.8
Gerd Greune,Germany,710911349,Stub,82.8
Joseph Heine,Germany,711147128,C,82.8
Siegfried Gumbel,Germany,711153984,Start,82.8
Andreas Kleinlein,Germany,712484241,Stub,82.8
Michael Swierczek,Germany,712583819,Start,82.8
Kaspar Deutschenbaur,Germany,712618222,Stub,82.8
Heinrich Sudermann,Germany,712958855,Stub,82.8
Dodo von Knyphausen,Germany,713018792,Stub,82.8
Karl August von Hardenberg,Germany,713083648,C,82.8
Paul Hirsch (politician),Germany,713083969,Start,82.8
Carl Otto von Madai,Germany,713684076,Stub,82.8
Peter Gingold,Germany,713785389,Start,82.8
Rudolf Leonhard,Germany,715079454,Start,82.8
Friedrich Gustav Carl Ulrich Franz von Schnehen,Germany,715106494,Stub,82.8
"Friedrich Wilhelm, Count Brandenburg",Germany,715614942,Stub,82.8
Wilfried Maaß,Germany,715640467,Stub,82.8
Evelyn Hecht-Galinski,Germany,715863281,Start,82.8
Wolfgang Heinz (politician),Germany,716165385,Stub,82.8
Leopold Heinrich von Goltz,Germany,716529241,Stub,82.8
Jens Seipenbusch,Germany,716765168,Stub,82.8
Jens Beutel,Germany,716839880,Start,82.8
Joseph Baumgartner,Germany,716850589,Stub,82.8
Karl Bickleder,Germany,716850828,Stub,82.8
Alois Albert,Germany,716853884,Stub,82.8
Clemens Busch,Germany,717375871,Stub,82.8
Dietrich Heinrich Ludwig von Ompteda,Germany,717539993,Start,82.8
Dieter Kunzelmann,Germany,718104600,Stub,82.8
Hermann von Beckerath,Germany,718546227,Start,82.8
Hilmar Hoffmann,Germany,718719689,Start,82.8
Karl von Starck,Germany,718873001,Stub,82.8
Franz Jakob (politician),Germany,718940489,Stub,82.8
Wolfgang Yorck von Wartenburg,Germany,718941687,Stub,82.8
Clemens Heereman von Zuydwyck,Germany,719225225,Stub,82.8
Theodor von Guérard,Germany,719303513,Stub,82.8
Gerhart von Schulze-Gävernitz,Germany,719901379,Stub,82.8
Friedrich von Müller (statesman),Germany,720027234,Stub,82.8
Karl Eichfeld,Germany,720085815,Stub,82.8
Albert Lehmann,Germany,720108257,Stub,82.8
Heinrich Voelter,Germany,720145425,Stub,82.8
Johann Baer,Germany,720172307,Stub,82.8
Friedrich Heinrich Karl Bobzin,Germany,720176483,Stub,82.8
Max Dortu,Germany,720182444,Stub,82.8
Joseph Hillebrand,Germany,720312060,Start,82.8
Gerhard Stahl,Germany,720441803,C,82.8
Mathilde Vaerting,Germany,720462995,Stub,82.8
Wilhelm Anton von Klewitz,Germany,720468197,Stub,82.8
Friedrich August von Staegemann,Germany,720475885,Stub,82.8
Karl Hermann Bitter,Germany,720927455,Stub,82.8
Helene Wessel,Germany,721085876,Start,82.8
Ernst Siehr,Germany,721588768,Stub,82.8
Francis Kruse,Germany,721593326,Stub,82.8
Christian Wilhelm Karl Ewald,Germany,721838555,Stub,82.8
Carl Ludwig Wilhelm Grolman,Germany,721838582,Stub,82.8
Johann Ludwig Klüber,Germany,722213816,Start,82.8
Christian Friedrich von Otto,Germany,722242389,Stub,82.8
Franz Josef Heinz,Germany,722560643,Start,82.8
Hermann Roeren,Germany,723011691,Stub,82.8
Rüdiger Butte,Germany,723197874,Stub,82.8
Karl Ernst Rahtgens,Germany,723569805,Stub,82.8
Wolfgang Templin,Germany,723579808,Stub,82.8
Fritz Sternberg,Germany,724121703,Start,82.8
Franz Hruska,Germany,724302591,Stub,82.8
Walter Buchheim,Germany,724872861,Start,82.8
Anton of Stolberg-Wernigerode,Germany,725041109,Start,82.8
Hermann Höpker-Aschoff,Germany,725708195,Stub,82.8
Werner Klumpp,Germany,726804496,Stub,82.8
Ludwig Bergsträsser,Germany,726844452,Stub,82.8
Justin von Linde,Germany,726869372,Stub,82.8
Franz Handlos,Germany,727218166,Start,82.8
Hans Demmelmeier,Germany,727219294,Stub,82.8
Wolfgang Stammberger,Germany,727226171,Stub,82.8
Gustav Fuchs,Germany,727330325,Stub,82.8
Alfred Loritz,Germany,727452309,Start,82.8
Oskar Müller,Germany,727507621,Start,82.8
Ferdinand Auth,Germany,727507673,Stub,82.8
Ludwig Simon,Germany,727708203,Stub,82.8
Benno von Arent,Germany,727944197,Stub,82.8
Heinrich Krone,Germany,728127168,Stub,82.8
Helmut Lemke,Germany,728127202,Stub,82.8
Werner Münch,Germany,728127307,Stub,82.8
Hubert Ney,Germany,728127364,Start,82.8
Friedrich Ernst Scheller,Germany,728147757,Stub,82.8
Albert Vögler,Germany,728425427,Start,82.8
Sylvester Jordan,Germany,728446551,Stub,82.8
Wladislaw Taczanowski,Germany,728641340,Stub,82.8
Werner Eggerath,Germany,728833030,Start,82.8
Werner Bruschke,Germany,728833032,Stub,82.8
Rudolf Jahn,Germany,728833392,Stub,82.8
Paul Wessel,Germany,728833751,Start,82.8
Tatjana Festerling,Germany,728979220,Start,82.8
Theodor Hillenhinrichs,Germany,729529631,Stub,82.8
Andreas Gottlieb von Bernstorff,Germany,730539891,Stub,82.8
Martin Grüner,Germany,731732309,Stub,82.8
Wilhelm Haferkamp,Germany,731732401,Stub,82.8
Walter Wallmann,Germany,731738359,Stub,82.8
Hermann Dietrich,Germany,731899371,Stub,82.8
Ignaz Kiechle,Germany,731902994,Stub,82.8
Helmut Schlesinger,Germany,732650340,Stub,82.8
Ellen Ammann,Germany,732862721,Stub,82.8
Adolf Damaschke,Germany,732862851,Stub,82.8
Ernst Höfner,Germany,732862897,Stub,82.8
Franz Bracht,Germany,732862932,Stub,82.8
Willy Rumpf,Germany,732863087,Start,82.8
Christof Leng,Germany,732863293,Stub,82.8
Manfred Ostermann,Germany,732863323,Start,82.8
Walter Köhler,Germany,733262800,Stub,82.8
Jacob Sturm von Sturmeck,Germany,733839498,Start,82.8
Rupert Scholz,Germany,734138330,Stub,82.8
Hermann Wittich,Germany,734485661,Stub,82.8
Thomas Goppel,Germany,735099306,Stub,82.8
Otto Bohl,Germany,736473764,Stub,82.8
Georg Ledebour,Germany,737496438,Start,82.8
Joachim Siegerist,Germany,737496663,Start,82.8
Albrecht von Graefe (politician),Germany,737655711,C,82.8
Georg von Blumenthal,Germany,738570205,Start,82.8
Adrian von der Linde,Germany,738767098,Stub,82.8
Johann Christian von Boyneburg,Germany,738900867,Stub,82.8
Oliver Wehner,Germany,739896189,Start,82.8
Georg Voigt (politician),Germany,740297450,Stub,82.8
Nikolaus Krell,Germany,740484440,Start,82.8
Georg von Siemens,Germany,741917180,Start,82.8
Herwart von Hohenburg,Germany,742160158,Start,82.8
Armin Mohler,Germany,742697315,Start,82.8
Bernhard Schottländer,Germany,743567653,Start,82.8
Michael Sladek,Germany,743819607,Stub,82.8
Gerhard Thielcke,Germany,743820561,Stub,82.8
Heffa Schücking,Germany,743821508,Stub,82.8
Stefan Herdt,Germany,744130468,Stub,82.8
Christian August von Eyben,Germany,744205127,Start,82.8
Arthur Brill,Germany,744269361,Stub,82.8
Karin Struck,Germany,744456624,Stub,82.8
Reinhard Klimmt,Germany,744848089,Start,82.8
Karl Friedrich von Savigny,Germany,745371095,Start,82.8
Alfred Mechtersheimer,Germany,745447409,Stub,82.8
Hans Lukaschek,Germany,745954139,C,82.8
Peter Schott,Germany,746328827,Start,82.8
Carl Heinrich Wilhelm Hagen,Germany,746380058,Stub,82.8
August von Trott zu Solz,Germany,746749087,Stub,82.8
Wolfgang Heribert von Dalberg,Germany,746928164,Stub,82.8
Bernd Reichelt,Germany,747122691,Stub,82.8
Heinrich Blume,Germany,748070319,Stub,82.8
Walter Linse,Germany,748296108,Start,82.8
Wilhelm Beyer,Germany,748394461,Stub,82.8
Otto Hirsch,Germany,748746591,Start,82.8
Walter Wolf (politician),Germany,748783858,Stub,82.8
Andreas Settele,Germany,748842798,Stub,82.8
Peter Lorenz,Germany,749401812,Start,82.8
Curt Joël,Germany,749435568,C,82.8
Franz Spina,Germany,749576930,Stub,82.8
Adolphe Low,Germany,749773420,Stub,82.8
"Adam, Count of Schwarzenberg",Germany,749776480,C,82.8
Henry Ernest of Stolberg-Wernigerode,Germany,749777527,Start,82.8
Werner Rackwitz,Germany,749836087,Stub,82.8
Bill Drews,Germany,750183892,Start,82.8
Otto Telschow,Germany,750607043,Stub,82.8
Christa Goetsch,Germany,751125464,Start,82.8
Willi Becker,Germany,752696321,Stub,82.8
Jürgen Schmieder,Germany,753572219,C,82.8
Theodor Steltzer,Germany,754332339,Stub,82.8
Jens Pühse,Germany,754375956,Stub,82.8
Dieter Engels,Germany,754489175,Stub,82.8
Anna Schepeler-Lette,Germany,755343265,Start,82.8
Max Hirsch (labor economist),Germany,755907521,Start,82.8
Hannelore Mensch,Germany,755908275,Start,82.8
Johann Friedrich von Meyer,Germany,756249092,Stub,82.8
Heinrich von Brühl,Germany,756469212,C,82.8
Andreas Schockenhoff,Germany,756676949,Stub,82.8
Carsten Sieling,Germany,756677169,Start,82.8
Detlef Seif,Germany,756677410,Stub,82.8
Jens Ackermann,Germany,756677894,Stub,82.8
Jörg van Essen,Germany,756678029,Stub,82.8
Norbert Geis,Germany,756678671,Start,82.8
Peter Danckert,Germany,756678805,Stub,82.8
Rolf Koschorrek,Germany,756678905,Stub,82.8
Kirsten Lühmann,Germany,756822825,Start,82.8
Lale Akgün,Germany,756823021,Stub,82.8
Ute Berg,Germany,756833098,Stub,82.8
Gertrud Bäumer,Germany,757336804,Start,82.8
Heidrun Bluhm,Germany,757336855,Stub,82.8
Wilhelmine Kähler,Germany,757338642,Stub,82.8
Renate Adolph,Germany,757345360,Stub,82.8
Harald Petzold,Germany,757345382,Stub,82.8
Sabine Jünger,Germany,757538903,Stub,82.8
Albert Abicht,Germany,757724642,Stub,82.8
Josef Frenken,Germany,757725412,Start,82.8
Otto Winzer,Germany,757726617,Start,82.8
Wilhelm Buck,Germany,757726981,Stub,82.8
Heinrich Köhler,Germany,758064878,Start,82.8
"Joachim, Count of Schönburg-Glauchau",Germany,758375728,Start,82.8
Max Montgelas,Germany,758770905,Start,82.8
Gerwald Claus-Brunner,Germany,758846846,Start,82.8
Jan Mühlstein,Germany,759082898,Start,82.8
Hans Adlhoch,Germany,760389806,Stub,82.8
Rudolf Amelunxen,Germany,760499204,Stub,82.8
Herbert Mies,Germany,760584475,Stub,82.8
Julius Jolly (Indologist),Germany,761999946,Start,82.8
Alois von Brinz,Germany,762011471,Start,82.8
Paul Levi,Germany,762470646,GA,82.8
Franziska Kessel,Germany,762800710,Start,82.8
Safet Babic,Germany,763004145,Stub,82.8
Christian Peter Wilhelm Beuth,Germany,763007635,Start,82.8
Johannes Ludewig,Germany,763247319,Stub,82.8
Bernhard Reichenbach,Germany,763280871,Start,82.8
Moritz Rittinghausen,Germany,763335694,B,82.8
Richard Witting,Germany,763382240,Stub,82.8
Friedrich von Schrötter,Germany,764051682,Stub,82.8
Eduard Heinrich von Flottwell,Germany,764323980,Start,82.8
Günther Kleiber,Germany,764334263,Start,82.8
Patrik Köbele,Germany,764374939,Stub,82.8
Josef Duchac,Germany,764642596,Stub,82.8
Johann Christoph von Wöllner,Germany,764958661,Start,82.8
Karl Theodor Bayrhoffer,Germany,765174206,Stub,82.8
Johann Gustav Heckscher,Germany,766006012,Stub,82.8
Julius Jolly (politician),Germany,766007888,Stub,82.8
Franz Josef von Gruben,Germany,766008096,Stub,82.8
John Prince-Smith,Germany,766008112,Start,82.8
Moritz Wiggers,Germany,766008129,Start,82.8
Gottfried Ludolf Camphausen,Germany,766008151,Start,82.8
Heinrich von Friedberg,Germany,766008162,Stub,82.8
Klaus Wiswe,Germany,766011282,Stub,82.8
Jörg-Uwe Hahn,Germany,766011311,Stub,82.8
Karl Twesten,Germany,766011340,Start,82.8
Rolf Schlierer,Germany,766011398,C,82.8
Ursula Engelen-Kefer,Germany,766764079,Start,82.8
Marcus Weinberg,Germany,767346218,Start,82.8
Rudolf Hilf,Germany,767563553,Start,82.8
Gerhard Wack,Germany,767692722,Stub,82.8
Ernst Scheller,Germany,767960248,Stub,82.8
Friedrich von Lindequist,Germany,768224894,Stub,82.8
Norbert Holl,Germany,768541572,Stub,82.8
Erwin Huber,Germany,768908245,Start,82.8
Gert Haller,Germany,769044864,Stub,82.8
Hans Knirsch,Germany,769202227,Start,82.8
Carsten Schatz,Germany,769346360,Stub,82.8
Sebastian Nerz,Germany,769731120,Start,82.8
Rolf Dahlgrün,Germany,769789402,Stub,82.8
Friedrich Aue,Germany,769822157,Stub,82.8
Uwe Corsepius,Germany,769888374,Start,82.8
Alexander Abusch,Germany,769903603,Start,82.8
Georg Altner,Germany,770179393,Stub,82.8
Philipp Wurzbacher,Germany,770179798,Stub,82.8
Johann Appler,Germany,770179819,Stub,82.8
Ulrike Poppe,Germany,770390471,Stub,82.8
Otto Weinkamm,Germany,770595619,Stub,82.8
Herbert Blankenhorn,Germany,770614696,Stub,82.8
Willi Bloedorn,Germany,770616466,Stub,82.8
Adele Schreiber-Krieger,Germany,770892968,Start,82.8
Gustav Adolf Steengracht von Moyland,Germany,771009025,Stub,82.8
Emil Wutzky,Germany,771228780,Stub,82.8
Alexander Schalck-Golodkowski,Germany,771538484,Start,82.8
Luise Koch,Germany,771725799,Start,82.8
Gottfried Lessing,Germany,771777994,Start,82.8
Wolfgang Müller von Königswinter,Germany,772947549,Start,82.8
Heinz Galinski,Germany,773244543,Start,82.8
Kurt Hiller,Germany,773387327,Start,82.8
Mathilde Wurm,Germany,773387707,Start,82.8
Georg Fein,Germany,773590892,Start,82.8
Dieter Schulte,Germany,773830710,Stub,82.8
Hermann Heller (legal scholar),Germany,773833368,Start,82.8
Dietrich Wersich,Germany,773969972,Start,82.8
"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",Germany,774512928,Start,82.8
Willy Hellpach,Germany,774935896,Start,82.8
Hugo Haase,Germany,775254127,C,82.8
Eduard Puricelli,Germany,775882013,Stub,82.8
Hans Leussink,Germany,776094556,Stub,82.8
Hugo Eberlein,Germany,778110321,Start,82.8
Dietrich Schaeffer,Germany,778890745,Stub,82.8
Muhterem Aras,Germany,779069854,Start,82.8
Birgitt Bender,Germany,779069873,Stub,82.8
Viola von Cramon-Taubadel,Germany,779069904,Start,82.8
Hans-Jürgen Klein,Germany,779069993,Stub,82.8
Eveline Lemke,Germany,779070026,Stub,82.8
Malte Spitz,Germany,779070117,Stub,82.8
Johann Wadephul,Germany,779207066,Start,82.8
Karl-Günther von Hase,Germany,779486946,Start,82.8
Axel Troost,Germany,779688110,C,82.8
Richard von Kühlmann,Germany,779753875,C,82.8
Adalbert Falk,Germany,779887510,Stub,82.8
Paul Freiherr von Eltz-Rübenach,Germany,780983235,Stub,82.8
Heiko von der Leyen,Germany,781004853,Stub,82.8
Heinrich Schwarz (politician),Germany,781434866,Stub,82.8
Werner E. Ablaß,Germany,781997919,Start,82.8
Karl Ferdinand Abt,Germany,782018907,Stub,82.8
Achim Gercke,Germany,782031885,Start,82.8
Adolf Bauser,Germany,782061268,Start,82.8
Hamide Akbayir,Germany,782142285,Start,82.8
Alfred Kurella,Germany,782175646,Start,82.8
Jakob Altmaier,Germany,782231692,Start,82.8
Manfred Ewald,Germany,782281440,Start,82.8
Anneliese Bläsing,Germany,782409420,Stub,82.8
August David zu Sayn-Wittgenstein-Hohenstein,Germany,782561912,Stub,82.8
Gerhard Frey (politician),Germany,782574872,Stub,82.8
Otto Beck,Germany,782723804,Start,82.8
Gerhard Besier,Germany,782784333,C,82.8
Heinrich Beythien,Germany,782791185,Start,82.8
Mahmut Özdemir,Germany,782993792,Start,82.8
Heinrich Bretthorst,Germany,783025603,Start,82.8
Friedrich Burmeister (politician),Germany,783096707,Stub,82.8
Ludwig Camerarius,Germany,783131173,Start,82.8
Carl Blumenreuter,Germany,783163972,Stub,82.8
Carl Gottlieb Ehler,Germany,783164612,Start,82.8
Andreas Baum,Germany,783246629,Stub,82.8
Kai Gehring,Germany,783246647,Stub,82.8
Herbert Rusche,Germany,783246653,Start,82.8
Jean Baptista von Schweitzer,Germany,783352077,Start,82.8
Julius von Mirbach,Germany,783432695,Stub,82.8
Ludwig Scholz,Germany,783481889,Stub,82.8
Georg Cracow,Germany,783602258,Start,82.8
Martina Bunge,Germany,783748681,Stub,82.8
Johann Hinkel,Germany,783944989,Stub,82.8
Konstantin von Notz,Germany,784057010,Start,82.8
Karl Weber (German politician),Germany,784092463,Stub,82.8
Max Stadler,Germany,784104827,Stub,82.8
Hedwig Dransfeld,Germany,784218040,Start,82.8
Edwin Gebauer,Germany,784323619,Stub,82.8
Franz Erwein von Schönborn-Wiesentheid,Germany,784444926,Start,82.8
Heinrich Fleißner,Germany,784647257,Start,82.8
Wilhelm Salomon Freund,Germany,784778350,Stub,82.8
Michael Sommer,Germany,784803669,Start,82.8
Michel Friedman,Germany,784825602,Start,82.8
Martin Gauger,Germany,784890331,Stub,82.8
Joseph Görres,Germany,785229231,C,82.8
Eberhard Gothein,Germany,785232297,Start,82.8
Gustav Böhrnsen,Germany,785318725,Start,82.8
Eduard von Schele zu Schelenburg,Germany,785399343,Stub,82.8
Manfred Bochmann,Germany,785406213,Start,82.8
Kirsten Heisig,Germany,785431588,Start,82.8
Jakob Heller,Germany,785439287,Stub,82.8
Helmuth von Maltzahn,Germany,785442722,Start,82.8
Oskar Hoffmann (politician),Germany,785666998,Stub,82.8
Friedrich von Holstein,Germany,785875771,C,82.8
Özcan Mutlu,Germany,785881228,Start,82.8
Christian Gottfried Lorsch,Germany,785939380,Stub,82.8
Leo Jogiches,Germany,786115833,FA,82.8
Jürgen Möllemann,Germany,786144359,Start,82.8
Oliver Janich,Germany,786165402,Stub,82.8
Wolfgang Heyl,Germany,786481130,Stub,82.8
Hildegard Burjan,Germany,786718438,C,82.8
Fritz Wolffheim,Germany,786789237,C,82.8
Jenny Hirsch,Germany,786795539,Start,82.8
Gottlob Johann Christian Kunth,Germany,786993416,Start,82.8
Ludwig Landmann,Germany,787041244,Start,82.8
Siegfried Lorenz (politician),Germany,787154518,Start,82.8
Kurt Löwenstein,Germany,787200634,Start,82.8
Karl von Müller,Germany,787349597,B,82.8
Joseph Musiol,Germany,787352243,Start,82.8
Gustav Neuring,Germany,787353268,Stub,82.8
Otto Ballerstedt,Germany,787462640,C,82.8
Otto Bickenbach,Germany,787462692,Stub,82.8
H. Busso Peus,Germany,787506054,Stub,82.8
Friedrich-Carl Peus,Germany,787506447,Stub,82.8
Franz Seraph von Pfistermeister,Germany,787506524,Start,82.8
Heribert Rech,Germany,787708048,Stub,82.8
Ludwig von Rochau,Germany,787817127,Start,82.8
Gerhard Roßbach,Germany,787862118,Start,82.8
Rudolf Brinkmann (Secretary of State),Germany,787884459,Start,82.8
Rudolf Herrnstadt,Germany,787884613,Start,82.8
Jörg Schönbohm,Germany,788120530,Start,82.8
Elisabeth Schwarzhaupt,Germany,788130527,Start,82.8
Stefan Kaufmann (politician),Germany,788234980,C,82.8
Sigismund von Götzen,Germany,788257097,Stub,82.8
Richard Kunze,Germany,788294002,Start,82.8
Paul Spiegel,Germany,788411315,Start,82.8
Anna Strohsahl,Germany,788503114,C,82.8
Eberhard Taubert,Germany,788567507,Stub,82.8
Philipp Murmann,Germany,788603386,Start,82.8
Stanislaw Trabalski,Germany,788809621,C,82.8
Holger Krahmer,Germany,788845132,Stub,82.8
Joachim Zeller,Germany,788845217,Start,82.8
Sabine Lösing,Germany,788845602,Stub,82.8
Sabine Verheyen,Germany,788845608,Start,82.8
Sabine Wils,Germany,788845615,Start,82.8
Vural Öger,Germany,788845744,Stub,82.8
Lissy Gröner,Germany,788848635,Start,82.8
Johanna Grund,Germany,788848714,Start,82.8
Clara Bohm-Schuch,Germany,788848992,Start,82.8
Walter Dirks,Germany,788924441,Stub,82.8
Eberhard von Danckelmann,Germany,788983826,Start,82.8
Johann Wittenborg,Germany,788989485,Start,82.8
Karin Wolff,Germany,788990781,Start,82.8
Julia Bonk,Germany,789065452,Start,82.8
Angelika Brunkhorst,Germany,789202437,Stub,82.8
Anja Hajduk,Germany,789252954,C,82.8
Hermann Baranowski,Germany,789278247,Stub,82.8
Siegmund Glücksmann,Germany,789333355,C,82.8
Anton Geiss,Germany,789450960,Stub,82.8
Alfred Hugenberg,Germany,789468066,B,82.8
Katina Schubert,Germany,789528210,Start,82.8
Werner Schulz,Germany,789614216,Stub,82.8
Lucy Redler,Germany,789652348,C,82.8
Johan Rantzau,Germany,789716106,Start,82.8
Manfred Bruns,Germany,789763952,Stub,82.8
Auguste Schmidt,Germany,790061441,Start,82.8
Michaele Schreyer,Germany,790101631,Start,82.8
Heike Wilms-Kegel,Germany,790101960,Stub,82.8
Hilde Schramm,Germany,790102017,Start,82.8
Melanie Oßwald,Germany,790102060,Stub,82.8
Sarah Sorge,Germany,790102118,Stub,82.8
Jutta Limbach,Germany,790102375,C,82.8
Sibyll-Anka Klotz,Germany,790106558,Stub,82.8
Monika Harms,Germany,790106635,Start,82.8
Andrea Ypsilanti,Germany,790106666,Start,82.8
Franziska Drohsel,Germany,790106866,Stub,82.8
Käte Strobel,Germany,790107432,Start,82.8
Evelyn Haas,Germany,790108471,Start,82.8
Maria Probst,Germany,790108624,Start,82.8
Elisabeth Selbert,Germany,790109380,Start,82.8
Jutta Oesterle-Schwerin,Germany,790109585,Stub,82.8
Karin von Welck,Germany,790110416,Stub,82.8
Susanne Graf,Germany,790112018,Start,82.8
Gabriele Wülker,Germany,790112356,Stub,82.8
Marie Baum,Germany,790112514,Stub,82.8
Katharina Nocun,Germany,790113305,Start,82.8
Klara Barth,Germany,790114417,Stub,82.8
Luise Kautsky,Germany,790114742,Stub,82.8
Sevim Çelebi-Gottschlich,Germany,790114971,Start,82.8
Lencke Steiner,Germany,790135908,Start,82.8
Monika Wulf-Mathies,Germany,790136273,Stub,82.8
Christine Haderthauer,Germany,790136341,Stub,82.8
Katharina Focke,Germany,790136599,Start,82.8
Lothar Späth,Germany,790156799,Start,82.8
Michael Kauch,Germany,790219431,Start,82.8
Christoph Ernst von Houwald,Germany,790340345,Start,82.8
Kurt Bürger,Germany,790443243,Stub,82.8
Fritz Gäbler,Germany,790444050,Stub,82.8
Günter Baum,Germany,790519529,Stub,82.8
Barbara Petzold,Germany,790610839,Stub,82.8
Ruth Fuchs,Germany,790610917,Start,82.8
Heike Drechsler,Germany,790610941,C,82.8
Elly Winter,Germany,790611002,Start,82.8
Lotte Ulbricht,Germany,790611019,Start,82.8
Luise Kähler,Germany,790611040,Start,82.8
Sylvia-Yvonne Kaufmann,Germany,790611077,Start,82.8
Barbara Hendricks (politician),Germany,790611187,C,82.8
Ferdinand von Bredow,Germany,790650313,C,82.8
Jutta Ditfurth,Germany,790735086,C,82.8
Martin Bangemann,Germany,790763812,Start,82.8
Stefan Körner,Germany,790773894,Stub,82.8
Jakob Friedrich von Bielfeld,Germany,790795907,Stub,82.8
John Ehret,Germany,790898849,Start,82.8
Karin Evers-Meyer,Germany,790970624,Start,82.8
Gerhard Mayer-Vorfelder,Germany,791011855,Start,82.8
Sophie Liebknecht,Germany,791143822,Start,82.8
Herbert von Bose,Germany,791151201,B,82.8
Bernd Hüttemann,Germany,791185062,C,82.8
Anton Ackermann,Germany,791194074,Start,82.8
Bettina Herlitzius,Germany,791262865,Start,82.8
Gunhild Hoffmeister,Germany,791267235,Start,82.8
Ilona Slupianek,Germany,791268484,Start,82.8
Karl Otto Paetel,Germany,791394586,Start,82.8
Johann von Leuchselring,Germany,791438265,Stub,82.8
Alfred Müller-Armack,Germany,791531948,Stub,82.8
Richard Schauffele,Germany,791548986,C,82.8
Max von Oppenheim,Germany,791634849,B,82.8
Arthur Goldstein,Germany,792076847,Start,82.8
Bruno Vogel,Germany,792496144,Start,82.8
Caio Koch-Weser,Germany,792838312,Start,82.8
Udo Voigt,Germany,792839541,Start,82.8
Omid Nouripour,Germany,792953380,C,82.8
Yasmin Fahimi,Germany,792953388,Start,82.8
Maria Noichl,Germany,793006386,Stub,82.8
Franz Oppenhoff,Germany,793052019,C,82.8
Andreas Bausewein,Germany,793444890,Start,82.8
Josef Ackermann (politician),Germany,793794392,Start,82.8
Jörg Dräger,Germany,793841355,C,82.8
Paul Schiemann,Germany,793983174,Start,82.8
Werner Grossmann,Germany,794146332,Stub,82.8
Christian Ahrendt,Germany,794156547,Stub,82.8
Christian Mathias Schröder,Germany,794167841,Start,82.8
Christine Teusch,Germany,794201756,Start,82.8
Günter Verheugen,Germany,794334554,C,82.8
Nico Marquardt,Germany,794833110,C,82.8
Irene Epple,Germany,794953233,Start,82.8
Karl Wilhelm Berkhan,Germany,794995967,Stub,82.8
Gerhart M. Riegner,Germany,795025304,Start,82.8
Ernst Henrici,Germany,795206556,B,82.8
Marie Schlei,Germany,795293124,Start,82.8
Heinrich Brüning,Germany,795564667,C,82.8
Stephan Ernst Johann Mayer,Germany,795751771,Start,82.8
Henriette Reker,Germany,795939150,C,82.8
Philipp Wasserburg,Germany,795941949,Start,82.8
Margot Honecker,Germany,796280986,C,82.8
Charlotte Knobloch,Germany,796360412,Start,82.8
Aygül Özkan,Germany,796360638,Start,82.8
Karl Harrer,Germany,796410342,Start,82.8
Lina Morgenstern,Germany,796418409,Start,82.8
Eugen Leviné,Germany,796572129,C,82.8
Johann Viktor Bredt,Germany,796893472,Stub,82.8
Werner Scholem,Germany,796964939,C,82.8
Rudolf Bahro,Germany,797043131,B,82.8
Ignatz Bubis,Germany,797061746,Start,82.8
Carsten Linnemann,Germany,797155740,Start,82.8
Cemile Giousouf,Germany,797162545,C,82.8
Felix Lichnowsky,Germany,797402657,Start,82.8
