page,country,rev_id
Anvar Alikhanov,Azerbaijan,755047153
Petro Osypenko,Ukraine,755070402
Vladislav Grib,Russia,755078336
Teymur Guliyev,Azerbaijan,755078617
Nerses Yeritsyan,Armenia,755080646
Washington Abdala,Uruguay,755081812
Priit Aimla,Estonia,755081814
Levent Kırca,Turkey,755081843
Rabah Bitat,Algeria,755092305
Patrick Joseph O'Kane,New Zealand,755101742
Enrique Erro,Uruguay,755105086
Douglas Mombeshora,Zimbabwe,755110125
Sardar Mohammad Nadir Naeem,Afghanistan,755110536
Igor Artemyev,Russia,755111060
Henry Hanson Turton,New Zealand,755114971
John Lewthwaite,New Zealand,755114975
Arthur Samuel Atkinson,New Zealand,755114996
Irving H.C. Tai,Taiwan,755144385
Njazi Kosovrasti,Albania,755145396
Edouard Mercier,Belgium,755150876
Vito Bonsignore,Italy,755153798
Tantely Andrianarivo,Madagascar,755154892
Maurice Closs,Argentina,755166576
Radovan Jelašić,Serbia,755177519
Meri Te Tai Mangakāhia,New Zealand,755180326
Sadig Rahimov,Azerbaijan,755184695
Huseyn Rahmanov,Azerbaijan,755184858
Sumbat Saakian,Abkhazia,755193428
Udaya Shumsher Rana,Nepal,755193594
Sam Kahn,South Africa,755195176
Abdulwahab al-Rawhani,Yemen,755199456
Julián Šimko,Slovakia,755203107
Eric Weber,Switzerland,755204009
Ali Ibrahimov,Azerbaijan,755208474
Hasan Sayidov,Azerbaijan,755210348
Franciszek Fesser,Poland,755215078
Teodor Heba,Albania,755220895
Sridam Pal,India,755222236
Saroj Mukherjee,India,755222720
Brajamohan Jamatia,India,755224295
‘Etuate Lavulavu,Tonga,755224631
Ramendra Chandra Debnath,India,755224960
Sudhangshu Dasgupta,India,755225148
Ayo Fasanmi,Nigeria,755225924
Andrew Nori,Solomon Islands,755233712
Template:CameroonPMs,Cameroon,755234345
Alexei Polivanov,Russia,755236109
Aron Modig,Sweden,755239211
Burhanullah Shinwari,Afghanistan,755254358
Ulrik Adolf Holstein,Denmark,755259566
José Gómez Gordóa,Mexico,755267402
Diarra Traoré,Guinea,755275177
Dmytro Korchynsky,Ukraine,755276581
Gilberto Echeverri Mejía,Colombia,755294083
John William Castine,Australia,755300546
Hilmar Kabas,Austria,755302836
Huda Ben Amer,Libya,755305575
Jaafar Mohammed Saad,Yemen,755313503
Jacques Bangou,Guadeloupe,755313899
Jalal Faqira,Yemen,755314177
Duarte de Puy,Portugal,755315929
Joe Irvin,United Kingdom,755316870
Jorge Guajardo,Mexico,755318282
José Luis Rodríguez García,Cuba,755318442
Khaled Kaim,Libya,755320166
Kouamé Lougué,Burkina Faso,755321363
Lúcio Lara,Angola,755328826
Tomasi Puapua,Tuvalu,755328900
Michèle Sabban,France,755334095
Munyaradzi Gwisai,Zimbabwe,755337199
Nabeel Yasin,Iraq,755338503
Nabil Hasan al-Faqih,Yemen,755338514
Nasrullah Baryalai Arsalai,Afghanistan,755339031
Ernesto Agazzi,Uruguay,755342673
Anna Schepeler-Lette,Germany,755343265
Pietro Ingrao,Italy,755347307
Rafiullah Bidar,Afghanistan,755351182
Said Seyam,Palestinian Territory,755358806
Sami al-Askari,Iraq,755359407
Ludwig von Moos,Switzerland,755361431
Silvia Carrera,Panama,755364060
Jürgen Mandl,Austria,755367620
Makoto Hirayama,Japan,755371378
Shalani Soledad,Philippines,755380034
Firmin Monestime,Canada,755386512
Hossam Badrawi,Egypt,755398667
Veríssimo Correia Seabra,Guinea-Bissau,755408862
Richard Sacher,Czech Republic,755428089
Wang Shimin,China,755441438
Speaker of the Cook Islands Parliament,Cook Island,755442454
Pascal Rakotomavo,Madagascar,755449518
Tulaga Manuella,Tuvalu,755469936
Women's Parliamentary Radio,United Kingdom,755473744
Émile Boga Doudou,Ivorian,755479236
Eric Defoort,Belgium,755482261
Mohammed Akkad,Syria,755482736
Naransamy Roy Naidoo,South Africa,755495525
Pho Proeung,Cambodia,755504987
Tseng Shu-cheng,Taiwan,755518156
Harry van den Bergh,Netherlands,755533440
Budislav Šoškić,Montenegro,755550643
Elias Bou Saab,Lebanon,755550812
Rodolfo Montiel Flores,Mexico,755577812
Neda Hassani,Iran,755591227
Salomon de Wolff,Netherlands,755593155
George Layman,Australia,755593909
Timothy Shelpidi,Nigeria,755597113
Fritjof Lager,Sweden,755599564
Robert Montague (Jamaican politician),Jamaica,755602012
Branislav Šoškić,Montenegro,755605955
George E. D. Clyne,Grenada,755608006
Li Fang (Song dynasty),China,755618322
Nabil de Freige,Lebanon,755620947
Chandulal Patel,India,755627493
Gao Qiu,China,755636242
Garcia de Leon family of Mexico,Mexico,755710269
Adolfo Ballivián,Bolivia,755710483
Agaton Giller,Poland,755710594
Benjamín Vicuña Mackenna,Chile,755711515
Eliodoro Camacho,Bolivia,755713019
Fran Levstik,Carniolan,755713654
José Benito Monterroso,Uruguay,755729524
Edgardo Novick,Uruguay,755747176
Manuel Zamora,Philippines,755752296
Lee–Hamblin family,United States,755758078
Fazıl Önder,Cyprus,755761395
Albert Camille Vital,Madagascar,755771030
Jonah Parfait Prezaly,Madagascar,755772491
Edelmiro Cavazos Leal,Mexico,755779480
Henry Wharton Conway,United States,755782930
Abdus Salam Pintu,Bangladesh,755787683
V. Sivankutty,India,755794988
Edhem Bičakčić,Bosnia-Herzegovina,755799114
Alexander Viktorovich Blokhin,Russia,755801316
Charles Beard Izard,New Zealand,755810131
Wang Chung-yi,Taiwan,755817794
Tsai Huei-min,Taiwan,755819084
Teng Min-chih,Taiwan,755819501
Edmund Fosbery,Australia,755820448
Sun Te-hsiung,Taiwan,755821632
Seyed Mostafa Mir-Shafiei,Iran,755821847
Česlav Okinčic,Lithuania,755824049
Isaac Felipe Azofeifa,Costa Rica,755824969
Eimantas Grakauskas,Lithuania,755829290
Jonas Liaučius,Lithuania,755829438
Irena Andriukaitienė,Lithuania,755830433
Rimvydas Valatka,Lithuania,755831009
Romualdas Ozolas,Lithuania,755831505
Shih Hui-fen,Taiwan,755832476
Marco Ameglio,Panama,755838572
Lu Lingxuan,China,755840233
Eduardo Blanco Acevedo,Uruguay,755843472
Kunihiko Hashida,Japan,755843672
Antonio de Benavides,Spain,755845530
David Keane,United Kingdom,755847368
Sebastián Uriza,Nicaragua,755850403
Emiliano Madriz,Nicaragua,755864624
Phil Reitinger,United States,755866300
Mónica Fein,Argentina,755871149
Kalima Amankulova,Kyrgyzstan,755873698
Tahira Tahirova,Azerbaijan,755873709
Diego Bossio,Argentina,755880108
Kim Kyok-sik,"Korea, North",755885003
Savita Gupta,India,755895559
Sushma Singh,India,755895877
Max Hirsch (labor economist),Germany,755907521
Hannelore Mensch,Germany,755908275
Hana Ponická,Slovakia,755908434
Juliet Raphael Michael,South Sudan,755908486
Theresa Anyuat Bola,South Sudan,755908487
Hellen Murshali,South Sudan,755908490
Mary Karlino Madut,South Sudan,755908492
Adalgisa Magno Guterres,East Timorese,755908563
María do Céu,East Timorese,755908564
Philips van der Aa,Netherlands,755912347
Louis-Étienne Héricart de Thury,France,755919920
Carl Piper,Sweden,755929311
Edward Warren (politician),Australia,755937346
Emil Baumgärtel,Hungary,755938910
Simon Milton (politician),United Kingdom,755953035
Oleg Malyshkin,Russia,755953884
Eeno Pusa,Finland,755957737
Najeeb Qahtan Al-Sha'abi,Yemen,755959285
Emerik Blum,Bosnia-Herzegovina,755965472
Luh Dun-jin,Taiwan,755969114
Lu Kuo-hua,Taiwan,755969184
Liu Yu-you,Taiwan,755969322
Liu I-chou,Taiwan,755969854
Egil Olli,Norway,755977229
Chen Jinn-lih,Taiwan,755982724
Liudvikas Narcizas Rasimavičius,Lithuania,755983717
Simon Yakovlevich Rosenbaum,Lithuania,755989057
Lin Chiang-yi,Taiwan,755995691
Lee Han-shen,Taiwan,755996543
Pascual Racuyal,Philippines,755997644
Kao Koong-lian,Taiwan,756000507
Jamshed Nusserwanjee Mehta,Pakistan,756000929
Kao Fu-yao,Taiwan,756001155
Yun Hyu,"Korea, South",756020666
Thomas Ashworth,Australia,756023943
Eken Riba,India,756023976
Pascal Koupaki,Benin,756025999
Kim Yang-gon,"Korea, North",756029496
Zokir Almatov,Uzbekistan,756034622
Elisabeth Gehrer,Austria,756040786
Abdul Latif Mirza,Bangladesh,756058293
Adrien Jules Jean Bonhoure,Ivorian,756060260
Eliades Acosta,Cuba,756072925
Antonio Serapio,Philippines,756099281
Benja Razafimahaleo,Madagascar,756102067
Electoral history of Gholam-Ali Haddad-Adel,Iran,756121959
San Yun,Cambodia,756129985
Template:CambodianLeaders,Cambodia,756130073
Antanas Tumėnas,Lithuania,756138819
Jokūbas Šernas,Lithuania,756138923
Li Qi (Five Dynasties),China,756150560
Yassine Brahim,Tunisia,756152338
Pedro Baculio,Philippines,756168551
Eliseo Alcon,United States,756170846
Visam Ali,Maldives,756177498
Elias Saleeby,Liberia,756178734
Manuel María de Peralta y Alfaro,Costa Rica,756178963
José Brito del Pino,Uruguay,756190587
Bekim Çollaku,Kosovo,756194378
Yi Dong-hwi,"Korea, South",756194545
Noreen Branson,United Kingdom,756195451
Morteza Saffari Natanzi,Iran,756206172
Eliyahu Berligne,Israel,756208615
Eliyahu Dobkin,Israel,756208683
Galina Shirshina,Russia,756219005
Abderrahman Sadik Karim,Iraq,756220218
Feyisetan Fayose,Nigeria,756222460
Dan Michael Knudsen,Denmark,756223583
Michael Sushil Adhikari,Bangladesh,756226392
Marnix van Rij,Netherlands,756227363
Juan Manuel González Torres,Colombia,756239574
Lists of Polish politicians,Poland,756248592
Johann Friedrich von Meyer,Germany,756249092
Özkan Yorgancıoğlu,Cyprus,756256697
Kevin J. Boyle,Ireland,756268106
Ellnor Grassby,Australia,756271174
Elmer Knutson,Canada,756279684
Huang Kuang-nan,Taiwan,756290028
Hsin Shih-chang,Taiwan,756290510
Ray Kingsmith,Canada,756291644
Pilar Zabala Artano,Spain,756306982
Emad Abdel Ghaffour,Egypt,756307494
Michael Gau,Taiwan,756309411
Joyce Feng,Taiwan,756309604
Emanuel Porumbaru,Romania,756310027
Chu Tzer-ming,Taiwan,756310596
Chou Yuan-chin,Taiwan,756310874
Václav Fischer,Czech Republic,756317863
Regie Sahali-Generale,Philippines,756321233
Eme Okoro,Nigeria,756322600
Emelia Arthur,Ghana,756323400
Emil Kirjas,Macedonia,756341426
Emil Rautaharju,Finland,756342280
Abdul Raziq Bugti,Pakistan,756351469
Benjamin Pine,Antigua and Barbuda,756356311
Violet Neilson,Jamaica,756375962
Chukwuemeka Ngozichineke Wogu,Nigeria,756392289
Robert Brown (Georgia politician),United States,756392850
Eric Fadola Razafimandimby,Madagascar,756409055
Giovanni Galbaio,Italy,756420057
Tony Doyle (politician),Australia,756430497
Seyni Kountché,Niger,756436639
Sergo Karapetyan,Armenia,756438718
Charles Ernest Beulé,France,756452039
Vladimir Vasilievich Rusakevich,Belarus,756453230
Eng Abner Nangwale,Uganda,756457100
Petar Dobrnjac,Serbia,756457886
Johana Pesántez,Ecuador,756461693
Cheng Chang-hsiung,Taiwan,756465347
Chen Shi-shuenn,Taiwan,756465664
Heinrich von Brühl,Germany,756469212
Mustapha Dinguizli,Tunisia,756478867
Eugène Étienne,France,756482451
Anne Rygh Pedersen,Norway,756482883
Enma Iranzo Martín,Spain,756486858
Mihail Mikov,Bulgaria,756506828
Edouard Kiove Kola,"Congo, Dem. Rep. of",756510063
Alice Shabtini,Lebanon,756530117
Clemente Yerovi,Ecuador,756541280
George Dunn (Australian politician),Australia,756548491
Modou Dia,Senegal,756549871
David Smith (Quebec politician),Canada,756551426
Frantz Benjamin,Canada,756552638
Irving Gerstein,Canada,756554677
Jonathan Valois,Canada,756555976
Leo Kolber,Canada,756556561
Ovid Jackson,Canada,756558693
Darwin Zahedy Saleh,Indonesia,756568796
Richard Marceau,Canada,756570254
Russell Copeman,Canada,756570822
Sarkis Assadourian,Armenia,756570983
Yoine Goldstein,Canada,756572403
Keith Goulet,Canada,756574108
Ovide Alakannuark,Canada,756585976
Ron Elliott (politician),Canada,756585982
David Iqaqrialu,Canada,756585983
Patterk Netser,Canada,756585988
Donald Havioyak,Canada,756585989
Kevin O'Brien (Nunavut politician),Canada,756585996
Samuel Nuqingaq,Canada,756585998
Daniel Shewchuk,Canada,756585999
Hezakiah Oshutapik,Canada,756586002
David Chudnovsky (politician),Canada,756587157
Doug Oldford,Canada,756587370
Kevin Menicoche,Canada,756588884
Lindsay Blackett,Canada,756588999
Erhart Aten,Federated States of Micronesia,756589990
Stelman Flynn,Canada,756591021
Sadiya Umar Farouq,Nigeria,756592132
Alfonsas Eidintas,Lithuania,756600070
José Luis Albareda y Sezde,Spain,756600813
Demetrio Alonso Castrillo,Spain,756600819
Juan Alvarado y del Saz,Spain,756600827
Diego Arias de Miranda,Spain,756600835
Pascual Amat y Esteve,Spain,756601201
Bárður á Steig Nielsen,Faroese,756602743
Lin Hsin-i,Taiwan,756605638
Paul Chiu,Taiwan,756606361
Charles Sigoto,Solomon Islands,756607421
Sayed Mohammad Gulabzoy,Afghanistan,756609530
Javad Mojtahed Shabestari,Iran,756612384
Tahmasb Mazaheri,Iran,756614949
Camille Cabral,France,756626755
Bart Laeremans,Belgium,756652282
Bart Martens,Belgium,756652300
Boudewijn Bouckaert,Belgium,756652439
Carl Devlies,Belgium,756652490
Christophe Collignon,Belgium,756652596
Dirk Van Mechelen,Belgium,756652716
Eric Van Rompuy,Belgium,756652780
Erik Tack,Belgium,756652789
Filip Anthuenis,Belgium,756652817
Francis Delpérée,Belgium,756652839
Frank Boogaerts,Belgium,756652841
Françoise Dupuis,Belgium,756652884
Guy Swennen,Belgium,756652923
Hendrik Bogaert,Belgium,756652940
Huub Broers,Belgium,756652964
Jan Peumans,Belgium,756653009
Jan Van Esbroeck,Belgium,756653012
Jean-Jacques De Gucht,Belgium,756653017
Jean-Paul Procureur,Belgium,756653020
Jef Van Damme,Belgium,756653023
John Crombez,Belgium,756653039
Joris Van Hauthem,Belgium,756653047
Josy Dubié,Belgium,756653067
Jurgen Ceder,Belgium,756653079
Jurgen Verstrepen,Belgium,756653083
Karel Uyttersprot,Belgium,756653094
Koenraad Degroote,Belgium,756653189
Kristof Calvo,Belgium,756653202
Joke Schauvliege,Belgium,756653237
Luc Sevenhans,Belgium,756653274
Manu Beuselinck,Belgium,756653295
Marc Elsen,Belgium,756653307
Patrick De Groote,Belgium,756653457
Patrick Janssens,Belgium,756653463
Peter Dedecker,Belgium,756653563
Peter Vanvelthoven,Belgium,756653572
Pol Van Den Driessche,Belgium,756653785
Stefaan De Clerck,Belgium,756653868
Stefaan Van Hecke,Belgium,756653869
Tom Van Grieken,Belgium,756653898
Willy Segers,Belgium,756654076
Wouter Beke,Belgium,756654111
Yves Buysse,Belgium,756654152
Birthe Rønn Hornbech,Denmark,756654571
Brian Mikkelsen,Denmark,756654575
Carsten Hansen (politician),Denmark,756654582
Edmund Joensen,Faroese,756654638
Hans Christian Schmidt,Denmark,756654658
Jakob Axel Nielsen,Denmark,756654798
Jørgen Niclasen,Faroese,756654880
Martin Geertsen,Denmark,756654980
Mette Gjerskov,Denmark,756655110
Morten Bødskov,Denmark,756655128
Bas van der Vlies,Netherlands,756656058
Bruno Braakhuis,Netherlands,756656121
Ernesto Benedettini,San Marino,756660027
Joseph Capus,France,756665050
Ino van den Besselaar,Netherlands,756674446
Johan Driessen,Netherlands,756674562
Marcial Hernandez,Netherlands,756674717
Niels van den Berge,Netherlands,756675324
Richard de Mos,Netherlands,756675559
Rik Janssen,Netherlands,756675566
Adrian Kollozi,Albania,756676145
Ahmed Toufiq Hejira,Morocco,756676153
Ardian Turku,Albania,756676189
Aurel Bylykbashi,Albania,756676226
Bedri Hoxha,Albania,756676244
Besnik Dushaj,Albania,756676271
Dashnor Sula,Albania,756676294
Edi Paloka,Albania,756676301
Edmond Spaho,Albania,756676308
Ferdinand Xhaferraj,Albania,756676344
Ilir Gjoni,Albania,756676440
Kosta Barka,Albania,756676475
Kreshnik Çipi,Albania,756676478
Mehmet Xheka,Albania,756676543
Namik Dokle,Albania,756676568
Ndriçim Babasi,Albania,756676581
Ndue Paluca,Albania,756676595
Osman Metalla,Albania,756676597
Paulin Sterkaj,Albania,756676607
Ramiz Çobaj,Albania,756676653
Rajmond Hoxha,Albania,756676669
Selami Xhepa,Albania,756676688
Sherefedin Shehu,Albania,756676691
Sokol Olldashi,Albania,756676704
Spiro Ksera,Albania,756676720
Sybi Hida,Albania,756676726
Tritan Shehu,Albania,756676740
Vangjel Dule,Albania,756676745
Vangjel Tavo,Albania,756676752
Vasillaq Ngresi,Albania,756676759
Viktor Gumi,Albania,756676762
Ylli Lama,Albania,756676764
Andreas Schockenhoff,Germany,756676949
Carsten Sieling,Germany,756677169
Detlef Seif,Germany,756677410
Jens Ackermann,Germany,756677894
Jörg van Essen,Germany,756678029
Norbert Geis,Germany,756678671
Peter Danckert,Germany,756678805
Rolf Koschorrek,Germany,756678905
Alexander Zhukov,Russia,756679689
Lyubov Sliska,Russia,756679898
Yaroslav Nilov,Russia,756680207
Yelena Drapeko,Russia,756680218
Jérôme Guedj,France,756681839
Vagharshak Harutiunyan,Armenia,756695353
Shahed Ali Patwary,Pakistan,756696335
Artem Asatryan,Armenia,756697446
Arthur Gregorian,Armenia,756697478
Gevorg Petrosyan (politician),Armenia,756697534
Hisayasu Nagata,Japan,756699750
Etai Pinkas,Israel,756705997
Vladimir Damgov,Bulgaria,756706295
Valery Okulov,Russia,756706369
Makoto Taki,Japan,756715543
Michihiko Kano,Japan,756715635
Mikio Fujita,Japan,756715644
Muneo Suzuki,Japan,756715775
Nobuo Matsuno,Japan,756715804
Taku Otsuka,Japan,756716825
Yamato Inaba,Japan,756717211
Justine Keay,Australia,756718438
Raimo Ilaskivi,Finland,756718618
Teruaki Masumoto,Japan,756720582
Tiv Ol,Cambodia,756722795
Juan Macapagal,Philippines,756724120
Robert Cutajar,Malta,756724468
Andrew Wallace,Australia,756726111
Alaa Abdessaheb al-Alwan,Iraq,756728398
Ibrahim Bunu,Nigeria,756731872
Wu Mei-hung,Taiwan,756732391
Anis Matta,Indonesia,756736321
Petar Gudev,Bulgaria,756741997
Lim Beng Hong,Malaysia,756745802
Mahmoud Jafarian,Iran,756757376
Masamune Wada,Japan,756759608
Antti Lindtman,Finland,756760159
Arto Satonen,Finland,756760170
Erkki Pulliainen,Finland,756760236
Esko Ahonen,Finland,756760252
Hannes Manninen,Finland,756760338
Ilkka Viljanen,Finland,756760372
Jaana Laitinen-Pesola,Finland,756760379
Jacob Söderman,Finland,756760389
Johannes Koskinen,Finland,756760444
Juhana Vartiainen,Finland,756760484
Jyrki Yrttiaho,Finland,756760555
Kai Mykkänen,Finland,756760568
Kalle Jokinen,Finland,756760570
Kimmo Sasi,Finland,756760594
Kyösti Karjula,Finland,756760639
Lasse Männistö,Finland,756760642
Mats Löfström,Finland,756760731
Mika Raatikainen,Finland,756760781
Minna Sirnö,Finland,756760794
Rakel Hiltunen,Finland,756761123
Sofia Vikman,Finland,756761391
Susanna Haapoja,Finland,756761396
Susanna Koski,Finland,756761402
Tapani Tölli,Finland,756761406
Terhi Peltokorpi,Finland,756761436
Tom Packalén,Finland,756761453
Tuula Väätäinen,Finland,756761475
Unto Valpas,Finland,756761501
Valto Koski,Finland,756761504
Wille Rydman,Finland,756761526
Thomas Heine,Marshall Islands,756764144
Anita Neville,Canada,756764820
Ann Vanheste,Belgium,756765147
Aukje de Vries,Netherlands,756766309
Barbara Visser,Netherlands,756766617
Jaime Quijandría Salmón,Peru,756777532
Ze'ev Zrizi,Israel,756783668
Vintilă Brătianu,Romania,756784561
Christine Defraigne,Belgium,756788395
Christine Tartaglione,United States,756788897
Elly Blanksma-van den Heuvel,Netherlands,756793211
Erminie Cohen,Canada,756793754
Nils Claëson,Sweden,756793798
Eva Kjer Hansen,Denmark,756793961
Gitte Lillelund Bech,Denmark,756794869
Vito Nunziante,Italy,756795147
Helma Lodders,Netherlands,756795913
Ineke van Gent,Netherlands,756796233
Isabelle Simonis,Belgium,756796369
Janina Andersson,Finland,756796860
Janneke Snijder-Hazelhoff,Netherlands,756796895
Johanna Jurva,Finland,756819762
Joëlle Kapompolé,Belgium,756819929
Karien van Gennip,Netherlands,756821568
Katja Hänninen,Finland,756822108
Kirsten Lühmann,Germany,756822825
Lale Akgün,Germany,756823021
Leena Rauhala,Finland,756823349
Madeleine King,Australia,756824792
Magda De Galan,Belgium,756824823
Manja Smits,Netherlands,756824954
Margreeth Smilde,Netherlands,756825248
Marieke van der Werf,Netherlands,756825653
Merikukka Forsius,Finland,756826698
Mirjam Sterk,Netherlands,756827034
Mojisola Adekunle-Obasanjo,Nigeria,756827056
Monique Richard,Canada,756827167
Nanna Sumuvuori,Finland,756827364
Naïma Azough,Netherlands,756827442
Niluka Ekanayake,Sri Lanka,756827676
Nine Kooiman,Netherlands,756827692
Ockje Tellegen,Netherlands,756827771
Patricia Ceysens,Belgium,756828011
Pauline Smeets,Netherlands,756828310
Rita De Bont,Belgium,756829201
Rosita van Gijlswijk,Netherlands,756829537
Sabine Uitslag,Netherlands,756829901
Sara Olsvig,Greenlandic,756830216
Sari Palm,Finland,756830347
Sonja Becq,Belgium,756830959
Sophie De Wit,Belgium,756830992
Stientje van Veldhoven,Netherlands,756831077
Tine Eerlingen,Belgium,756832885
Ulla-Maj Wideroos,Finland,756833038
Ute Berg,Germany,756833098
Vivian Barbot,Canada,756833298
Yetunde Onanuga,Nigeria,756833464
Yukari Iijima,Japan,756833498
Atef Adwan,Palestinian Territory,756834998
Moussa Arafat,Palestinian Territory,756836183
Michalis Papakonstantinou,Greece,756845137
Pema Gyamtsho,Bhutan,756849986
George Hubble,Australia,756850089
"Charles Joseph, comte Bresson",France,756852334
Papiloa Foliaki,Tonga,756854579
Zhao Guangyi (Southern Han),China,756854766
James McIndoe,New Zealand,756855787
Jorge Enrique Robledo,Colombia,756865866
Gavriil Antonovich Katakazi,Russia,756878004
John Block (South African politician),South Africa,756880255
Mustafa Bëssj Ndroqi,Albania,756880750
Ashot Yeghiazaryan,Armenia,756885234
Arshad Ali (politician),United Kingdom,756887945
Camille Ferdinand Dreyfus,France,756889637
Pedro Taques,Brazil,756894474
Silval Barbosa,Brazil,756894516
Newton Cardoso,Brazil,756895021
Batrić Jovanović,Montenegro,756895144
Silviano Brandão,Brazil,756895323
Yan Jeou-rong,Taiwan,756897093
Guled Casowe,Ethiopia,756901448
Nebojša Kaluđerović,Montenegro,756901756
Yushchenko government,Ukraine,756901935
Alexander Hean,Australia,756908656
Patrick Sarsfield (Irish confederate),Ireland,756928306
Franz Hofer,Austria,756936534
Aziz Saleh Nuhmah,Iraq,756940378
Hans Kaufmann,Switzerland,756945249
Sergei Bakinsky,Russia,756954922
Ignatius Shixwameni,Namibia,756962215
George Cutfield,New Zealand,756985769
Chris Lugg,Australia,756989117
Clare Martin,Australia,756989125
Daryl Manzie,Australia,756989182
Eric Poole (Australian politician),Australia,756989215
Fay Miller,Australia,756989235
Mike Reed (politician),Australia,756989345
Peter Styles (politician),Australia,756989466
Phil Mitchell (politician),Australia,756989470
Stephen Dunham (politician),Australia,756989576
Stephen Hatton,Australia,756989578
Steve Balch,Australia,756989587
Tim Baldwin,Australia,756989608
Pio Gama Pinto,Kenya,756990153
Dave Rugendyke,Australia,756992603
Malcolm Jones (politician),Australia,756994263
Peter Breen (Australian politician),Australia,756994473
Peter Draper,Australia,756994487
Richard Jones (New South Wales politician),Australia,756994527
Roy Smith (Australian politician),Australia,756994568
Tony McGrane,Australia,756994725
Walt Secord,Canada,756994842
Aaron Dillaway,Australia,756994979
Andrew Powell (politician),Australia,756995075
Ann Leahy,Australia,756995098
Anthony Shorten,Australia,756995115
Bruce Young (politician),Australia,756995213
Chris Foley (Australian politician),Australia,756995297
Dale Last,Australia,756995327
David Crisafulli,Australia,756995360
David Kempton,Australia,756995379
Ian Walker (politician),Australia,756995627
Jason Costigan,Australia,756995677
John Grant (Queensland politician),Australia,756995754
John Hathaway (politician),Australia,756995762
Jon Krause,Australia,756995779
Lachlan Millar,Australia,756995828
Lex Bell,Australia,756995848
Mark Boothman,Australia,756995893
Mark Robinson (Australian politician),Australia,756995897
Michael Crandon,Australia,756995925
Michael Hart (Australian politician),Australia,756995926
Michael Trout (Australian politician),Australia,756995934
Mike Latter,Australia,756995945
Pat Weir,Australia,756995975
Rob Molhoek,Australia,756996049
Saxon Rice,Australia,756996109
Sean Choat,Australia,756996119
Steve Minnikin,Australia,756996184
Ted Sorensen (politician),Australia,756996253
Tony Perrett,Australia,756996284
Trevor Ruthenberg,Australia,756996286
Ian Gilfillan,Australia,756996621
Ian Hunter (politician),Australia,756996624
Lee Odenwalder,Australia,756996808
Cathy Edwards,Australia,756997327
Colin Rattray,Australia,756997331
Geoff Squibb,Australia,756997377
Greg Hall (politician),Australia,756997389
John Loone,Australia,756997438
Mike Gaffney,Australia,756997492
Norma Jamieson,Australia,756997500
Robert Armstrong (Australian politician),Australia,756997535
Rosemary Armitage,Australia,756997544
Tony Fletcher (politician),Australia,756997590
Andrew Olexander,Australia,756998361
Wu Yu-jen,Taiwan,756998766
Dexter Davies,Australia,757000141
John Hyde (Australian state politician),Australia,757000328
Norm Kelly (Australian politician),Australia,757000560
Philip Gardiner,Australia,757000604
Musa Mohammed Sada,Nigeria,757006942
Amanda Millar,Australia,757007557
Anita Phillips,Australia,757007574
Anne Maddern,Australia,757007601
Bonny Barry,Australia,757007629
Carolyn Hirsh,Australia,757007679
Carolyn Male,Australia,757007683
Cassy O'Connor,Australia,757007688
Christine Smith (politician),Australia,757007724
Concetta Fierravanti-Wells,Australia,757007739
Dawn Fardell,Australia,757007759
Deb Foskey,Australia,757007763
Delia Lawrie,Australia,757007783
Denise Swan,Australia,757007787
Desley Boyle,Australia,757007791
Desley Scott,Australia,757007793
Di Farmer,Australia,757007802
Dianne Hadden,Australia,757007816
Dianne Reilly,Australia,757007819
Freya Ostapovitch,Australia,757007937
Gay Thompson,Australia,757007954
Heather McTaggart,Australia,757007999
Helen Buckingham,Australia,757008000
Jacquie Petrusma,Australia,757008049
Jan Jarratt,Australia,757008050
Janice Munt,Australia,757008082
Janine Freeman,Australia,757008083
Jaye Radisich,Australia,757008096
Jennifer Huppert,Australia,757008104
Jenny Lindell,Australia,757008110
Jo-Ann Miller,Australia,757008122
Joan Rylah,Australia,757008140
Josie Farrer,Australia,757008175
Judy Hopwood,Australia,757008190
Judy Hughes,Australia,757008191
Julie Attwood,Australia,757008199
June van de Klashorst,Australia,757008201
Kerry Millard,Australia,757008262
Leonie Hiscutt,Australia,757008308
Lesley Clark,Australia,757008325
Libby Mettam,Australia,757008331
Linda Lavarch,Australia,757008347
Lindsay Simmons,Australia,757008352
Liz Constable,Australia,757008371
Lynne Kosky,Australia,757008405
Lynne Walker (politician),Australia,757008407
Margaret Keech,Australia,757008430
Margaret Quirk,Australia,757008433
Mary Gillett,Australia,757008468
Mary Porter (politician),Australia,757008476
Monica Gould,Australia,757008512
Natasha Fyles,Australia,757008521
Nita Cunningham,Australia,757008538
Peta-Kaye Croft,Australia,757008572
Rachel Nolan,Australia,757008575
Robyn Lambley,Australia,757008595
Rosemary Menkens,Australia,757008621
Roslyn Dundas,Australia,757008625
Rosy Buchanan,Australia,757008627
Sue Smith (politician),Australia,757008709
Tanya Gadiel,Australia,757008721
Tarnya Smith,Australia,757008722
Tracy Davis,Australia,757008728
Trish White,Australia,757008759
Verity Barton,Australia,757008765
Vicki Dunne,Australia,757008770
Vicky Darling,Australia,757008778
Vini Ciccarello,Australia,757008779
Wendy Edmond,Australia,757008794
Antanas Valionis,Lithuania,757009179
Audrius Nakas,Lithuania,757009215
Egidijus Klumbys,Lithuania,757009346
Gediminas Vagnorius,Lithuania,757009362
